,address,city,country,currency,cusip,description,employeeTotal,exchange,finnhubIndustry,ggroup,gind,gsector,gsubind,ipo,isin,logo,marketCapitalization,naics,naicsNationalIndustry,naicsSector,naicsSubsector,name,phone,sedol,shareOutstanding,state,ticker,weburl
0,2211 N 1st St,San Jose,US,USD,70450Y103,"PayPal Holdings, Inc. engages in the development of technology platform for digital payments. The company is headquartered in San Jose, California and currently employs 21,800 full-time employees. The firm's combined payment solutions, including its PayPal, PayPal Credit, Braintree, Venmo, Xoom and Paydiant products, compose its Payments Platform. The company operates a two-sided global technology platform that links its customers, both merchants and consumers, around the globe to facilitate the processing of payment transactions, allowing it to connect merchants and consumers. The company allows its customers to use their account for both purchase and paying for goods, as well as to transfer and withdraw funds. The company enables consumers to exchange funds with merchants using funding sources, which include bank account, PayPal account balance, PayPal Credit account, credit and debit card or other stored value products. The company offers consumers person-to-person payment solutions through its PayPal Website and mobile application, Venmo and Xoom.",23200,NASDAQ NMS - GLOBAL MARKET,Technology,Software & Services,IT Services,Information Technology,Data Processing & Outsourced Services,2015-07-06,US70450Y1038,https://static.finnhub.io/logo/58e310c0-80d2-11ea-8993-00000000092a.png,225216.6,Activities Related to Credit Intermediation,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",Finance and Insurance,Credit Intermediation and Related Activities,PayPal Holdings Inc,14089671000,BYW36M8,1173.0,CALIFORNIA,PYPL,https://www.paypal.com/
0,1320 Ridder Park Dr,San Jose,US,USD,11135F101,"Broadcom, Inc. is a global technology company, which designs, develops and supplies semiconductor and infrastructure software solutions. The company is headquartered in San Jose, California and currently employs 19,000 full-time employees. The firm operates through four segments: Wired Infrastructure, Wireless Communications, Enterprise Storage, and Industrial & Other. The company offers a range of products that are used in end-products, such as enterprise and data center networking, home connectivity, set-top boxes, telecommunication equipment, smartphones, data center servers and storage systems, factory automation, power generation and alternative energy systems, and electronic displays. Its product portfolio ranges from discrete devices to complex sub-systems that include multiple device types, and also includes firmware for interfacing between analog and digital systems. Its products include mechanical hardware that interfaces with optoelectronic or capacitive sensors.",19000,NASDAQ NMS - GLOBAL MARKET,Semiconductors,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,Semiconductors,2016-02-01,US11135F1012,https://static.finnhub.io/logo/8ef67930-80d3-11ea-abb0-00000000092a.png,145973.2,Semiconductor and Other Electronic Component Manufacturing,Semiconductor and Related Device Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,Broadcom Inc,14084338000,BDZ78H9,402.0,CALIFORNIA,AVGO,https://www.broadcom.com/
0,1 Apple Park Way,Cupertino,US,USD,037833100,"Apple, Inc. engages in the design, manufacture, and sale of smartphones, personal computers, tablets, wearables and accessories, and other variety of related services. The company is headquartered in Cupertino, California and currently employs 137,000 full-time employees. The company is considered one of the Big Four technology companies, alongside Amazon, Google, and Microsoft. The firm's hardware products include the iPhone smartphone, the iPad tablet computer, the Mac personal computer, the iPod portable media player, the Apple Watch smartwatch, the Apple TV digital media player, the AirPods wireless earbuds and the HomePod smart speaker. Apple's software includes the macOS, iOS, iPadOS, watchOS, and tvOS operating systems, the iTunes media player, the Safari web browser, the Shazam acoustic fingerprint utility, and the iLife and iWork creativity and productivity suites, as well as professional applications like Final Cut Pro, Logic Pro, and Xcode. Its online services include the iTunes Store, the iOS App Store, Mac App Store, Apple Music, Apple TV+, iMessage, and iCloud. Other services include Apple Store, Genius Bar, AppleCare, Apple Pay, Apple Pay Cash, and Apple Card.",137000,NASDAQ NMS - GLOBAL MARKET,Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals",Information Technology,"Technology Hardware, Storage & Peripherals",1980-12-12,US0378331005,https://static.finnhub.io/logo/87cb30d8-80df-11ea-8951-00000000092a.png,2068723.0,Communications Equipment Manufacturing,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,Apple Inc,14089961010,2046251,17102.536,CALIFORNIA,AAPL,https://www.apple.com/
0,800 CONNECTICUT AVE,Norwalk,US,USD,09857L108,"Booking Holdings, Inc. engages in the provision of online travel and related solutions. The company is headquartered in Norwalk, Connecticut and currently employs 24,500 full-time employees. The Company, through its online travel companies (OTCs), connects consumers wishing to make travel reservations with providers of travel services across the world. The company offers consumers an array of accommodation reservations (including hotels, bed and breakfasts, hostels, apartments, vacation rentals and other properties) through its Booking.com, priceline.com and agoda.com brands. Its other brands include KAYAK, Rentalcars.com and OpenTable, Inc. (OpenTable). As of December 31, 2016, Booking.com offered accommodation reservation services for over 1,115,000 properties in over 220 countries and territories on its various Websites and in over 40 languages, which included over 568,000 vacation rental properties.",26400,NASDAQ NMS - GLOBAL MARKET,Retail,Retailing,Internet & Direct Marketing Retail,Consumer Discretionary,Internet & Direct Marketing Retail,1999-03-29,US09857L1089,https://static.finnhub.io/logo/a8fcd262-80e0-11ea-9907-00000000092a.png,78528.83,Travel Arrangement and Reservation Services,All Other Travel Arrangement and Reservation Services,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Booking Holdings Inc,12032998000,BDRXDB4,40.948631,CONNECTICUT,BKNG,https://www.bookingholdings.com/
0,1 Technology Dr,Milpitas,US,USD,482480100,"KLA Corp. engages in the supply of process control and yield management solutions for the semiconductor and related nano-electronics industries. The company is headquartered in Milpitas, California and currently employs 10,020 full-time employees. The firm's products are also used in a number of other high technology industries, including the packaging, light emitting diode (LED), power devices, compound semiconductor, and data storage industries, as well as general materials research. Its products and services are used by bare wafer, integrated circuit (IC), lithography reticle (reticle or mask) and disk manufacturers around the world. Its inspection and metrology products and related offerings are categorized in various groups, including Chip and Wafer Manufacturing, Reticle Manufacturing, Packaging Manufacturing, Compound Semiconductor, Power Device, LED and microelectromechanical systems (MEMS)Manufacturing, General Purpose/Lab Applications, K-T Pro and K-T Services. The company provides refurbished KLA tools as service and support for its products.",10020,NASDAQ NMS - GLOBAL MARKET,Semiconductors,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,Semiconductor Equipment ,1980-10-08,US4824801009,https://static.finnhub.io/logo/80f4b846-80e0-11ea-914f-00000000092a.png,30061.58,Industrial Machinery Manufacturing,Semiconductor Machinery Manufacturing,Manufacturing,Machinery Manufacturing,KLA Corp,14088753000,2480138,155.461444,CALIFORNIA,KLAC,https://www.kla-tencor.com/
0,PO Box 805398,Chicago,US,USD,30161N101,"Exelon Corp. operates as a utility services holding company, which engages in the energy generation, power marketing, and energy delivery business. The company is headquartered in Chicago, Illinois and currently employs 33,383 full-time employees. The Company, through its subsidiary, Exelon Generation Company, LLC (Generation), is engaged in the energy generation business. The Company, through its subsidiaries, Commonwealth Edison Company (ComEd), PECO Energy Company (PECO), Baltimore Gas and Electric Company (BGE), Pepco Holdings LLC (PHI), Potomac Electric Power Company (Pepco), Delmarva Power & Light Company (DPL) and Atlantic City Electric Company (ACE), is engaged in the energy delivery businesses. The company operates through 12 segments: Generation's six segments: Mid-Atlantic, Midwest, New England, New York, ERCOT and Other Power Regions; ComEd; PECO; BGE, and PHI's three utility segments: Pepco, DPL and ACE. Generation's integrated business consists of the generation, physical delivery and marketing of power across geographical regions through its customer-facing business, Constellation, which sells electricity and natural gas to both wholesale and retail customers.",32713,NASDAQ NMS - GLOBAL MARKET,Utilities,Utilities,Electric Utilities,Utilities,Electric Utilities,1943-07-06,US30161N1019,https://static.finnhub.io/logo/d63a05d0-80eb-11ea-817d-00000000092a.png,36144.35,"Electric Power Generation, Transmission and Distribution",Nuclear Electric Power Generation,Utilities,Utilities,Exelon Corp,13123947399,2670519,974.503895,ILLINOIS,EXC,http://www.exeloncorp.com/
0,221 Main St Ste 1550,San Francisco,US,USD,256163106,"DocuSign, Inc. provides cloud-based electronic signature solutions. The company is headquartered in San Francisco, California and currently employs 3,023 full-time employees. Customers can open new accounts and start loans in minutes. The firm helps banks give customers the convenience of anywhere, anytime access for completing forms, contracts or lending documents. The firm works simply on any Internet connected device including all mobile devices. The firm offers a he following product editions with varying combinations of functionality: trial, single-user, multi-user, business pro, enterprise pro, standards-based signatures, ehanko, DocuSign transaction rooms for real estate, DocuSign payments, and enotary. In Trial user can send documents for signature, basic fields, such as signature, date, name, and text, mobile app, basic workflows, real-time audit trail, integration with Dropbox, Google Drive, and more, and multiple languages.",3909,NASDAQ NMS - GLOBAL MARKET,Technology,Software & Services,Software,Information Technology,Application Software,2018-04-27,US2561631068,https://static.finnhub.io/logo/1a0ef2ac-80db-11ea-afff-00000000092a.png,39685.63,Software Publishers,Software Publishers,Information,Publishing Industries (except Internet),DocuSign Inc,14154894940,BFYT7B7,183.508855,CALIFORNIA,DOCU,https://www.docusign.com
0,2200 Mission College Blvd,Santa Clara,US,USD,458140100,"Intel Corp. engages in the design, manufacture, and sale of computer products and technologies. The company is headquartered in Santa Clara, California and currently employs 107,400 full-time employees. The firm's segments are Client Computing Group (CCG), Data Center Group (DCG), Internet of Things Group (IOTG), Non-Volatile Memory Solutions Group (NSG), Intel Security Group (ISecG), Programmable Solutions Group (PSG), All Other and New Technology Group (NTG). The company delivers computer, networking and communications platforms to a set of customers, including original equipment manufacturers (OEMs), original design manufacturers (ODMs), cloud and communications service providers, as well as industrial, communications and automotive equipment manufacturers. The company offers platforms to integrate various components and technologies, including a microprocessor and chipset, a stand-alone System-on-Chip (SoC), or a multichip package. The CCG operating segment includes platforms that integrates in notebook, two in one systems, desktop computers for consumers and businesses, tablets, and phones.",110800,NASDAQ NMS - GLOBAL MARKET,Semiconductors,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,Semiconductors,1971-10-13,US4581401001,https://static.finnhub.io/logo/7109c242-80e0-11ea-a02a-00000000092a.png,212990.2,Semiconductor and Other Electronic Component Manufacturing,Semiconductor and Related Device Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,Intel Corp,14087658080,2463247,4253.0,CALIFORNIA,INTC,https://www.intel.com/
0,5130 Hacienda Dr,Dublin California,US,USD,778296103,"Ross Stores, Inc. engages in the operation of off-price retail apparel and home accessories stores. The company is headquartered in Dublin California, California and currently employs 88,100 full-time employees. The firm is the off-price apparel and home fashion chain in the United States, with 1,340 locations in 36 states, the District of Columbia and Guam, as of January 28, 2017. The firm offers in-season, name brand and designer apparel, accessories, footwear, and home fashions for the entire family at savings of 20% to 60% off department and specialty store regular prices every day. The firm also operated 193 dd's DISCOUNTS stores in 15 states as of January 28, 2017. As of January 28, 2017, the Company operated a total of 1,533 stores consisted of 1,340 Ross stores and 193 dd's DISCOUNTS stores. As of January 28, 2017, the Company owned and operated six distribution processing facilities-three in California, one in Pennsylvania, and two in South Carolina.",92500,NASDAQ NMS - GLOBAL MARKET,Retail,Retailing,Specialty Retail,Consumer Discretionary,Apparel Retail,1985-08-08,US7782961038,https://static.finnhub.io/logo/d0674d8a-826a-11ea-8077-00000000092a.png,33214.61,Clothing Stores,Family Clothing Stores,Retail Trade,Clothing and Clothing Accessories Stores,Ross Stores Inc,19259654400,2746711,355.921611,CALIFORNIA,ROST,http://www.rossstores.com
0,14185 Dallas Pkwy Ste 300,Dallas,US,USD,217204106,"Copart, Inc. engages in the provision of online auctions and vehicle remarketing services. The company is headquartered in Dallas, Texas and currently employs 7,327 full-time employees. The firm also provides vehicle remarketing services in Germany. The firm operates through two segments: United States and International. The firm provides vehicle sellers with a range of services to process and sell vehicles primarily over the Internet through its virtual bidding third generation Internet auction-style sales technology (VB3). The firm's service offerings include Online Seller Access, Salvage Estimation Services, Estimating Services, End-Of-Life Vehicle Processing, Virtual Insured Exchange (VIX), Transportation Services, Vehicle Inspection Stations, On-Demand Reporting, Department of Motor Vehicle (DMV) Processing, Flexible Vehicle Processing Programs, Buy It Now, Member Network, Sales Process, Copart Dealer Services, CashForCars.com and U-Pull-It.",7327,NASDAQ NMS - GLOBAL MARKET,Commercial Services & Supplies,Commercial  & Professional Services,Commercial Services & Supplies,Industrials,Diversified Support Services,1994-03-17,US2172041061,https://static.finnhub.io/logo/c1ae2adc-80df-11ea-997f-00000000092a.png,24297.13,Other Information Services,Internet Publishing and Broadcasting and Web Search Portals,Information,Other Information Services,Copart Inc,19723915000,2208073,234.701014,TEXAS,CPRT,https://www.copart.com/
0,1600 Amphitheatre Pkwy,Mountain View,US,USD,02079K305,"Alphabet, Inc. is a holding company, which engages in the business of acquisition and operation of different companies. The company is headquartered in Mountain View, California and currently employs 114,096 full-time employees. The firm's businesses include Google Inc. (Google) and its Internet products, such as Access, Calico, CapitalG, GV, Nest, Verily, Waymo and X. The firm's segments include Google and Other Bets. The Google segment includes its Internet products, such as Search, Ads, Commerce, Maps, YouTube, Google Cloud, Android, Chrome and Google Play, as well as its hardware initiatives. The Google segment is engaged in advertising, sales of digital content, applications and cloud offerings, and sales of hardware products. The Other Bets segment is engaged in the sales of Internet and television services through Google Fiber, sales of Nest products and services, and licensing and research and development (R&D) services through Verily. The company offers Google Assistant, which allows users to type or talk with Google; Google Maps, which helps users navigate to a store, and Google Photos, which helps users store and organize all of their photos.",123048,NASDAQ NMS - GLOBAL MARKET,Media,Media & Entertainment,Interactive Media & Services,Communication Services,Interactive Media & Services,2004-08-19,US02079K3059,https://static.finnhub.io/logo/74ea9ab4-80e0-11ea-a7ae-00000000092a.png,1078761.0,Other Information Services,Internet Publishing and Broadcasting and Web Search Portals,Information,Other Information Services,Alphabet Inc,16502530000,BYVY8G0,680.163635,CALIFORNIA,GOOGL,https://abc.xyz/
0,"8000 S Federal Way, PO Box 6",Boise,US,USD,595112103,"Micron Technology, Inc. engages in the provision of innovative memory and storage solutions. The company is headquartered in Boise, Idaho and currently employs 37,000 full-time employees. The firm's portfolio of memory technologies, including dynamic random-access memory (DRAM), negative-AND (NAND) Flash and NOR Flash are the basis for solid-state drives, modules, multi-chip packages and other system solutions. Its business segments include Compute and Networking Business Unit (CNBU), which includes memory products sold into compute, networking, graphics and cloud server markets; Mobile Business Unit (MBU), which includes memory products sold into smartphone, tablet and other mobile-device markets; Storage Business Unit (SBU), which includes memory products sold into enterprise, client, cloud and removable storage markets, and SBU also includes products sold to Intel through its Intel/Micron Flash Technology (IMFT) joint venture, and Embedded Business Unit (EBU), which includes memory products sold into automotive, industrial, connected home and consumer electronics markets.",37000,NASDAQ NMS - GLOBAL MARKET,Semiconductors,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,Semiconductors,1984-06-01,US5951121038,https://static.finnhub.io/logo/33e8930c-80ec-11ea-a30a-00000000092a.png,51639.21,Semiconductor and Other Electronic Component Manufacturing,Semiconductor and Related Device Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,Micron Technology Inc,12083684000,2588184,1110.998472,IDAHO,MU,https://www.micron.com/
0,"7th Floor, Calle Arias 3751",Buenos Aires,AR,USD,58733R102,"MercadoLibre, Inc. engages in the provision of online commerce platform with focus on e-commerce and its related services. The company is headquartered in Buenos Aires, Buenos Aires and currently employs 7,239 full-time employees. The firm enables commerce through its marketplace platform in Latin America, which is designed to provide users with a portfolio of services to facilitate commercial transactions. Its geographic segments are Brazil, Argentina, Mexico Venezuela and Other Countries (which includes Chile, Colombia, Costa Rica, Dominican Republic, Ecuador, Panama, Peru, Portugal, Guatemala, Bolivia, Paraguay, Uruguay and the United States of America). The company also operates online commerce platforms in the Dominican Republic, Honduras, Nicaragua, Salvador, Panama, Bolivia, Guatemala, Paraguay and Portugal. The company offers an ecosystem of six integrated e-commerce services: the MercadoLibre Marketplace, the MercadoLibre Classifieds Service, the MercadoPago payments solution, the MercadoLibre advertising program, the MercadoShops online Webstores solution and the MercadoEnvios shipping service.",9703,NASDAQ NMS - GLOBAL MARKET,Retail,Retailing,Internet & Direct Marketing Retail,Consumer Discretionary,Internet & Direct Marketing Retail,2007-08-10,US58733R1023,https://static.finnhub.io/logo/2f5b744c-80e1-11ea-9969-00000000092a.png,53854.77,Other Information Services,Internet Publishing and Broadcasting and Web Search Portals,Information,Other Information Services,Mercadolibre Inc,541146408000,B23X1H3,49.709955,BUENOS AIRES,MELI,http://www.mercadolibre.com
0,High Tech Campus 60,Eindhoven,NL,USD,N6596X109,"NXP Semiconductors NV is a holding company, which engages in the provision of semiconductor solutions. The company is headquartered in Eindhoven, Noord-Brabant and currently employs 28,900 full-time employees. The firm operates as a semiconductor company. The firm provides high performance mixed signal and standard product solutions. The firm's segments are High Performance Mixed Signal (HPMS), Standard Products (SP), and Corporate and Other. Its product solutions are used in a range of end-market applications, including automotive, personal security and identification, wireless and wireline infrastructure, mobile communications, multi-market industrial, consumer and computing. The company engages with global original equipment manufacturers (OEMs) and sells products in all geographic regions. NXP's HPMS segment includes business lines, such as Automotive, Secure Identification Solutions (SIS), Secure Connected Devices (SCD), and Secure Interfaces and Infrastructure (SI&I). The firm's SP segment supplies a range of standard semiconductor components, such as small signal discretes and power discretes.",29000,NASDAQ NMS - GLOBAL MARKET,Semiconductors,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,Semiconductors,2010-08-06,NL0009538784,https://static.finnhub.io/logo/86154d10-80c9-11ea-9926-00000000092a.png,35274.39,Semiconductor and Other Electronic Component Manufacturing,Semiconductor and Related Device Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,NXP Semiconductors NV,31402728686,B505PN7,279.224213,NOORD-BRABANT,NXPI,https://www.nxp.com/
0,108 Wilmot Rd,Deerfield,US,USD,931427108,"Walgreens Boots Alliance, Inc. engages in the provision of drug store services. The company is headquartered in Deerfield, Illinois and currently employs 232,000 full-time employees. The firm is a pharmacy-led health and wellbeing company. The firm operates through three segments: Retail Pharmacy USA, Retail Pharmacy International and Pharmaceutical Wholesale. The Retail Pharmacy USA segment consists of the Walgreen Co. (Walgreens) business, which includes the operation of retail drugstores, care clinics and providing specialty pharmacy services. The Retail Pharmacy International segment consists primarily of the Alliance Boots pharmacy-led health and beauty stores, optical practices and related contract manufacturing operations. The Pharmaceutical Wholesale segment consists of the Alliance Boots pharmaceutical wholesaling and distribution businesses. The firm's portfolio of retail and business brands includes Walgreens, Duane Reade, Boots and Alliance Healthcare, as well as global health and beauty product brands, including No7, Botanics, Liz Earle and Soap & Glory.",232000,NASDAQ NMS - GLOBAL MARKET,Retail,Food & Staples Retailing,Food & Staples Retailing,Consumer Staples,Drug Retail,2014-12-31,US9314271084,https://static.finnhub.io/logo/9cc9acf0-80ec-11ea-a362-00000000092a.png,31966.44,Health and Personal Care Stores,Pharmacies and Drug Stores,Retail Trade,Health and Personal Care Stores,Walgreens Boots Alliance Inc,18473152500,BTN1Y44,866.534089,ILLINOIS,WBA,http://www.walgreensbootsalliance.com/
0,414 Nicollet Mall,Minneapolis,US,USD,98389B100,"Xcel Energy, Inc. operates as a holding company, which engages in the generation, purchase, transmission, distribution and sale of electricity. The company is headquartered in Minneapolis, Minnesota and currently employs 11,043 full-time employees. The firm's operations include the activity of four utility subsidiaries that serve electric and natural gas customers in eight states. The firm's segments include regulated electric utility, regulated natural gas utility and all other. The firm's utility subsidiaries include NSP-Minnesota, NSP-Wisconsin, Public Service Company of Colorado (PSCo) and Southwestern Public Service Co. (SPS), which serve customers in portions of Colorado, Michigan, Minnesota, New Mexico, North Dakota, South Dakota, Texas and Wisconsin. Along with WYCO Development LLC (WYCO), a joint venture formed with Colorado Interstate Gas Company, LLC (CIG) to develop and lease natural gas pipelines storage and compression facilities, and WestGas InterState, Inc. (WGI), an interstate natural gas pipeline company, these companies comprise the regulated utility operations.",11273,NASDAQ NMS - GLOBAL MARKET,Utilities,Utilities,Electric Utilities,Utilities,Electric Utilities,1949-02-28,US98389B1008,https://static.finnhub.io/logo/ad4fb250-80ec-11ea-950a-00000000092a.png,36784.47,"Electric Power Generation, Transmission and Distribution",Hydroelectric Power Generation,Utilities,Utilities,Xcel Energy Inc,16123305500,2614807,525.342304,MINNESOTA,XEL,https://www.xcelenergy.com/
0,1020 Kifer Rd,Sunnyvale,US,USD,46120E602,"Intuitive Surgical, Inc. engages in the development, manufacture, and marketing of da Vinci Surgical Systems, and related instruments and accessories for invasive surgery. The company is headquartered in Sunnyvale, California and currently employs 5,527 full-time employees. The firm's da Vinci Surgical System consists of a surgeon's console, a patient-side cart and a vision system. The da Vinci Surgical System translates a surgeon's hand movements, which are performed on instrument controls at a console, into corresponding micro-movements of instruments positioned inside the patient through small incisions or ports. The da Vinci Surgical System provides its operating surgeons with control, range of motion, tissue manipulation capability and three-dimensional (3-D), high-definition (HD) vision. Intuitive has four generations of da Vinci Surgical System: the da Vinci Xi Surgical System, the da Vinci Si Surgical System, the da Vinci S Surgical System and the standard da Vinci Surgical System. The firm's instruments and accessories include EndoWrist Instruments and da Vinci Single-Site.",7326,NASDAQ NMS - GLOBAL MARKET,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care,Health Care Equipment,2006-06-01,US46120E6023,https://static.finnhub.io/logo/a53d68d0-80e0-11ea-bcc0-00000000092a.png,86046.79,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",Electromedical and Electrotherapeutic Apparatus Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,Intuitive Surgical Inc,14085232100,2871301,117.02588,CALIFORNIA,ISRG,https://www.intuitivesurgical.com/
0,2485 Augustine Dr,Santa Clara,US,USD,007903107,"Advanced Micro Devices, Inc. engages in the provision of semiconductor businesses. The company is headquartered in Santa Clara, California and currently employs 10,100 full-time employees. The firm is engaged in offering x86 microprocessors, as standalone devices or as incorporated into an accelerated processing unit (APU), chipsets, discrete graphics processing units (GPUs) and professional graphics, and server and embedded processors and semi-custom System-on-Chip (SoC) products and technology for game consoles. The firm's segments include the Computing and Graphics segment, and the Enterprise, Embedded and Semi-Custom segment. The Computing and Graphics segment primarily includes desktop and notebook processors and chipsets, discrete GPUs and professional graphics. The Enterprise, Embedded and Semi-Custom segment primarily includes server and embedded processors, semi-custom SoC products, development services, technology for game consoles and licensing portions of its intellectual property portfolio.",11400,NASDAQ NMS - GLOBAL MARKET,Semiconductors,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,Semiconductors,1979-10-15,US0079031078,https://static.finnhub.io/logo/703d1664-80eb-11ea-8713-00000000092a.png,96284.39,Semiconductor and Other Electronic Component Manufacturing,Semiconductor and Related Device Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,Advanced Micro Devices Inc,14087494000,2007849,1174.0,CALIFORNIA,AMD,https://www.amd.com/
0,2788 San Tomas Expy,Santa Clara,US,USD,67066G104,"NVIDIA Corp. engages in the design and manufacture of computer graphics processors, chipsets, and related multimedia software. The company is headquartered in Santa Clara, California and currently employs 13,277 full-time employees. The company operates through two segments: GPU and Tegra Processor. Its GPU product brands are aimed at specialized markets, including GeForce for gamers; Quadro for designers; Tesla and DGX for AI data scientists and big data researchers; and GRID for cloud-based visual computing users. Its Tegra brand integrates an entire computer onto a single chip, and incorporates GPUs and multi-core central processing units (CPUs) to drive supercomputing for mobile gaming and entertainment devices, as well as autonomous robots, drones and cars. The firm's processor has created platforms that address four markets: Gaming, Professional Visualization, Datacenter, and Automotive. Its offerings include NVIDIA DGX AI supercomputer, the NVIDIA DRIVE AI car computing platform and the GeForce NOW cloud gaming service.",13775,NASDAQ NMS - GLOBAL MARKET,Semiconductors,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,Semiconductors,1999-01-22,US67066G1040,,311523.3,Semiconductor and Other Electronic Component Manufacturing,Semiconductor and Related Device Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,NVIDIA Corp,14084862000,2379504,617.0,CALIFORNIA,NVDA,https://www.nvidia.com/
0,111 MCINNIS PKWY,San Rafael California,US,USD,052769106,"Autodesk, Inc. engages in the design of software and services. The company is headquartered in San Rafael California, California and currently employs 9,600 full-time employees. The firm's segments include Architecture, Engineering and Construction (AEC), Platform Solutions and Emerging Business (PSEB), Manufacturing (MFG), and Media and Entertainment (M&E). The firm serves customers in the architecture, engineering and construction; product design and manufacturing; and digital media and entertainment industries. The firm's product development and manufacturing software provides manufacturers in automotive, transportation, industrial machinery, consumer products and building products with digital engineering solutions. The firm's product offerings include, AutoCAD, AutoCAD LT, Industry Collections, 3ds Max, Maya, Revit, Inventor, AutoCAD Civil three dimensional (3D), CAM Solutions, Fusion 360, BIM 360 and Shotgun.",10100,NASDAQ NMS - GLOBAL MARKET,Technology,Software & Services,Software,Information Technology,Application Software,1985-05-01,US0527691069,https://static.finnhub.io/logo/99d251e4-80df-11ea-ad7f-00000000092a.png,51285.02,Software Publishers,Software Publishers,Information,Publishing Industries (except Internet),Autodesk Inc,14155075000,2065159,219.279183,CALIFORNIA,ADSK,https://www.autodesk.com/
0,1 Comcast Ctr,Philadelphia,US,USD,20030N101,"Comcast Corp. is a media, entertainment, and communications company, which engages in the provision of video, Internet, and phone services. The company is headquartered in Philadelphia, Pennsylvania and currently employs 184,000 full-time employees. The firm has two primary businesses: Comcast Cable and NBCUniversal. Its Comcast Cable business operates in the Cable Communications segment. Its NBCUniversal business operates in four business segments: Cable Networks, Broadcast Television, Filmed Entertainment and Theme Parks. Its Cable Communications segment consists of the operations of Comcast Cable, which provides video, high-speed Internet and voice services to residential customers under the XFINITY brand. Its Cable Networks segment consists of a portfolio of national cable networks. Its Broadcast Television segment operates the NBC and Telemundo broadcast networks. Its Filmed Entertainment segment primarily produces, acquires, markets and distributes filmed entertainment across the world, and it also develops, produces and licenses live stage plays. Its Theme Parks segment consists primarily of its Universal theme parks in Orlando, Florida and Hollywood, California.",190000,NASDAQ NMS - GLOBAL MARKET,Media,Media & Entertainment,Media,Communication Services,Cable & Satellite,2001-12-07,US20030N1019,https://static.finnhub.io/logo/9f50b602-826a-11ea-855c-00000000092a.png,202960.7,Wired Telecommunications Carriers,Wired Telecommunications Carriers,Information,Telecommunications,Comcast Corp,12152861700,2044545,4568.100614,PENNSYLVANIA,CMCSA,https://corporate.comcast.com/
0,5260 CALIFORNIA AVENUE,Irvine,US,USD,83088M102,"Skyworks Solutions, Inc. engages in the design, development, and manufacture of proprietary semiconductor products. The company is headquartered in Woburn, Massachusetts and currently employs 9,000 full-time employees. The firm's analog semiconductors are connecting people, places, and things, spanning a number of new and unimagined applications within the automotive, broadband, cellular infrastructure, connected home, industrial, medical, military, smartphone, tablet and wearable markets. Its geographical segments include the United States, Other Americas, China, Taiwan, South Korea, Other Asia-Pacific, Europe, Middle East and Africa. The company operates throughout the world with engineering, manufacturing, sales and service facilities throughout Asia, Europe and North America. The company is engaged with key original equipment manufacturers (OEM), smartphone providers and baseband reference design partners. Its product portfolio consists of various solutions, including amplifiers, attenuators, detectors, diodes, filters, front-end modules, hybrid, mixers, switches, and modulators.",9000,NASDAQ NMS - GLOBAL MARKET,Semiconductors,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,Semiconductors,2002-07-03,US83088M1027,,23219.69,Semiconductor and Other Electronic Component Manufacturing,Semiconductor and Related Device Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,Skyworks Solutions Inc,19492313000,2961053,167.036087,CALIFORNIA,SWKS,https://www.skyworksinc.com/
